u,v,weight
72,73,37
67,68,38
44,45,28
8,9,35
40,41,19
96,97,38
41,42,24
18,19,38
73,74,37
14,15,38
9,10,37
74,75,38
15,16,37
47,48,36
42,43,38
48,49,36
80,81,25
75,76,38
85,86,38
71,72,38
16,17,37
81,82,38
12,13,32
77,78,34
49,50,38
13,14,38
45,46,30
55,56,38
50,51,38
82,83,38
51,52,38
46,47,35
78,79,38
23,24,38
83,84,21
19,20,38
79,80,30
24,25,38
56,57,38
20,21,38
52,53,38
57,58,38
89,90,38
53,54,38
30,31,38
25,26,38
90,91,38
26,27,38
21,22,34
86,87,38
31,32,38
17,18,38
27,28,38
54,55,38
64,65,38
5,6,31
87,88,38
97,98,38
1,2,36
28,29,38
93,94,38
88,89,38
84,85,24
29,30,38
61,62,36
2,3,38
62,63,38
94,95,36
3,4,38
58,59,38
35,36,38
95,96,36
91,92,38
36,37,38
68,69,38
63,64,38
32,33,36
4,5,27
59,60,38
69,70,38
0,1,18
10,11,38
65,66,38
92,93,38
37,38,36
6,7,38
33,34,38
98,99,38
43,44,36
70,71,38
39,40,38
34,35,38
11,12,24
66,67,38
76,77,34
7,8,38
16,42,1
38,39,37
22,23,33
17,41,1
60,61,30
1,73,1
0,74,1
1,12,1
13,84,1
0,85,4
41,85,8
42,84,4
12,42,3
0,13,5
1,84,9
0,62,2
1,61,2
0,42,4
0,46,1
6,45,6
1,5,1
1,41,1
22,81,1
23,77,4
78,80,4
5,46,3
0,81,3
1,22,3
41,49,2
1,95,2
48,85,2
12,96,2
46,80,3
5,81,3
41,45,2
42,44,2
10,45,1
6,9,1
